{'Epoch': 11, 'Step': 371, 'Time (ms)': 6804, 'Loss': 10.55844497680664, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 372, 'Time (ms)': 18, 'Loss': 9.470890045166016, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 373, 'Time (ms)': 17, 'Loss': 9.502315521240234, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 374, 'Time (ms)': 16, 'Loss': 9.990768432617188, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 375, 'Time (ms)': 17, 'Loss': 10.510509490966797, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 376, 'Time (ms)': 16, 'Loss': 10.912196159362793, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 377, 'Time (ms)': 17, 'Loss': 11.284719467163086, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 378, 'Time (ms)': 21, 'Loss': 11.8038969039917, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 379, 'Time (ms)': 18, 'Loss': 12.706989288330078, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 380, 'Time (ms)': 17, 'Loss': 12.997729301452637, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 381, 'Time (ms)': 17, 'Loss': 13.36067008972168, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 382, 'Time (ms)': 17, 'Loss': 13.577300071716309, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 383, 'Time (ms)': 17, 'Loss': 13.822808265686035, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 384, 'Time (ms)': 19, 'Loss': 14.086630821228027, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 385, 'Time (ms)': 17, 'Loss': 14.41926383972168, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 386, 'Time (ms)': 21, 'Loss': 16.690649032592773, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 387, 'Time (ms)': 16, 'Loss': 15.839049339294434, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 388, 'Time (ms)': 17, 'Loss': 15.88743782043457, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 389, 'Time (ms)': 20, 'Loss': 15.80728530883789, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 390, 'Time (ms)': 16, 'Loss': 15.908731460571289, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 391, 'Time (ms)': 16, 'Loss': 16.074892044067383, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 392, 'Time (ms)': 17, 'Loss': 16.14009666442871, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 393, 'Time (ms)': 19, 'Loss': 27.513835906982422, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 394, 'Time (ms)': 19, 'Loss': 18.72473907470703, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 395, 'Time (ms)': 19, 'Loss': 18.223968505859375, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 396, 'Time (ms)': 21, 'Loss': 18.01403045654297, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 397, 'Time (ms)': 22, 'Loss': 17.962112426757812, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 398, 'Time (ms)': 17, 'Loss': 17.784584045410156, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 399, 'Time (ms)': 16, 'Loss': 17.7552490234375, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 400, 'Time (ms)': 17, 'Loss': 17.139429092407227, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 401, 'Time (ms)': 16, 'Loss': 17.059682846069336, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 402, 'Time (ms)': 17, 'Loss': 17.067808151245117, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 403, 'Time (ms)': 17, 'Loss': 16.99201011657715, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 404, 'Time (ms)': 16, 'Loss': 17.109230041503906, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 405, 'Time (ms)': 19, 'Loss': 17.089096069335938, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 406, 'Time (ms)': 17, 'Loss': 17.168659210205078, 'Learning rate': 0.03}
{'Epoch': 11, 'Step': 407, 'Time (ms)': 1962, 'Loss': 16.838905334472656, 'Learning rate': 0.03}
{'Epoch': 12, 'Step': 408, 'Time (ms)': 17, 'Loss': 16.80078125, 'Learning rate': 0.03}
