{'Epoch': 1, 'Step': 1, 'Time (ms)': 6490, 'Loss': 8.159444808959961, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 2, 'Time (ms)': 16, 'Loss': 8.100059509277344, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 3, 'Time (ms)': 15, 'Loss': 8.256452560424805, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 4, 'Time (ms)': 15, 'Loss': 8.185208320617676, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 5, 'Time (ms)': 15, 'Loss': 8.234487533569336, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 6, 'Time (ms)': 15, 'Loss': 8.034952163696289, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 7, 'Time (ms)': 15, 'Loss': 8.163207054138184, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 8, 'Time (ms)': 15, 'Loss': 8.27565860748291, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 9, 'Time (ms)': 15, 'Loss': 8.147069931030273, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 10, 'Time (ms)': 15, 'Loss': 8.132763862609863, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 11, 'Time (ms)': 15, 'Loss': 8.146200180053711, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 12, 'Time (ms)': 15, 'Loss': 8.484975814819336, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 13, 'Time (ms)': 15, 'Loss': 8.300322532653809, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 14, 'Time (ms)': 15, 'Loss': 8.471100807189941, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 15, 'Time (ms)': 16, 'Loss': 8.464970588684082, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 16, 'Time (ms)': 15, 'Loss': 8.222837448120117, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 17, 'Time (ms)': 15, 'Loss': 8.461837768554688, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 18, 'Time (ms)': 15, 'Loss': 8.182426452636719, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 19, 'Time (ms)': 15, 'Loss': 8.520087242126465, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 20, 'Time (ms)': 15, 'Loss': 8.423802375793457, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 21, 'Time (ms)': 16, 'Loss': 8.453043937683105, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 22, 'Time (ms)': 16, 'Loss': 8.812562942504883, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 23, 'Time (ms)': 16, 'Loss': 8.573254585266113, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 24, 'Time (ms)': 15, 'Loss': 8.622824668884277, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 25, 'Time (ms)': 15, 'Loss': 8.942960739135742, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 26, 'Time (ms)': 15, 'Loss': 8.919391632080078, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 27, 'Time (ms)': 15, 'Loss': 8.76492977142334, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 28, 'Time (ms)': 15, 'Loss': 8.516070365905762, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 29, 'Time (ms)': 15, 'Loss': 8.584638595581055, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 30, 'Time (ms)': 15, 'Loss': 8.731552124023438, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 31, 'Time (ms)': 15, 'Loss': 8.982587814331055, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 32, 'Time (ms)': 15, 'Loss': 8.966286659240723, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 33, 'Time (ms)': 17, 'Loss': 9.205218315124512, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 34, 'Time (ms)': 15, 'Loss': 8.580864906311035, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 35, 'Time (ms)': 16, 'Loss': 8.845661163330078, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 36, 'Time (ms)': 15, 'Loss': 8.928176879882812, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 37, 'Time (ms)': 15, 'Loss': 9.084546089172363, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 38, 'Time (ms)': 15, 'Loss': 8.963732719421387, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 39, 'Time (ms)': 15, 'Loss': 9.145873069763184, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 40, 'Time (ms)': 15, 'Loss': 9.05758285522461, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 41, 'Time (ms)': 3011, 'Loss': 8.949271202087402, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 42, 'Time (ms)': 15, 'Loss': 8.17408561706543, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 43, 'Time (ms)': 15, 'Loss': 8.716408729553223, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 44, 'Time (ms)': 15, 'Loss': 8.646679878234863, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 45, 'Time (ms)': 15, 'Loss': 8.584503173828125, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 46, 'Time (ms)': 15, 'Loss': 8.644466400146484, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 47, 'Time (ms)': 15, 'Loss': 9.096481323242188, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 48, 'Time (ms)': 15, 'Loss': 8.83818244934082, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 49, 'Time (ms)': 15, 'Loss': 8.586409568786621, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 50, 'Time (ms)': 15, 'Loss': 9.547358512878418, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 51, 'Time (ms)': 15, 'Loss': 9.035993576049805, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 52, 'Time (ms)': 15, 'Loss': 8.982305526733398, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 53, 'Time (ms)': 15, 'Loss': 8.507946968078613, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 54, 'Time (ms)': 15, 'Loss': 8.717827796936035, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 55, 'Time (ms)': 15, 'Loss': 8.73936939239502, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 56, 'Time (ms)': 15, 'Loss': 8.635823249816895, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 57, 'Time (ms)': 15, 'Loss': 8.525230407714844, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 58, 'Time (ms)': 16, 'Loss': 9.030158042907715, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 59, 'Time (ms)': 15, 'Loss': 9.429583549499512, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 60, 'Time (ms)': 15, 'Loss': 8.981471061706543, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 61, 'Time (ms)': 15, 'Loss': 9.085525512695312, 'Learning rate': 0.03}
{'Epoch': 2, 'Step': 62, 'Time (ms)': 15, 'Loss': 8.604280471801758, 'Learning rate': 0.03}
