{'Epoch': 1, 'Step': 1, 'Time (ms)': 5851, 'Loss': 1.2112421989440918, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 2, 'Time (ms)': 9, 'Loss': 1.2090548276901245, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 3, 'Time (ms)': 9, 'Loss': 1.2141156196594238, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 4, 'Time (ms)': 9, 'Loss': 1.208689570426941, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 5, 'Time (ms)': 9, 'Loss': 1.2037595510482788, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 6, 'Time (ms)': 9, 'Loss': 1.2247545719146729, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 7, 'Time (ms)': 9, 'Loss': 1.214098572731018, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 8, 'Time (ms)': 8, 'Loss': 1.2204996347427368, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 9, 'Time (ms)': 8, 'Loss': 1.2098982334136963, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 10, 'Time (ms)': 9, 'Loss': 1.2017898559570312, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 11, 'Time (ms)': 9, 'Loss': 1.2124916315078735, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 12, 'Time (ms)': 9, 'Loss': 1.17208993434906, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 13, 'Time (ms)': 10, 'Loss': 1.1915425062179565, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 14, 'Time (ms)': 9, 'Loss': 1.193853497505188, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 15, 'Time (ms)': 8, 'Loss': 1.2137688398361206, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 16, 'Time (ms)': 9, 'Loss': 1.191329002380371, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 17, 'Time (ms)': 9, 'Loss': 1.206771969795227, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 18, 'Time (ms)': 10, 'Loss': 1.1973950862884521, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 19, 'Time (ms)': 9, 'Loss': 1.2053698301315308, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 20, 'Time (ms)': 9, 'Loss': 1.2278213500976562, 'Learning rate': 0.001}
{'Epoch': 1, 'Step': 21, 'Time (ms)': 2083, 'Loss': 1.1900246143341064, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 22, 'Time (ms)': 9, 'Loss': 1.1874773502349854, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 23, 'Time (ms)': 9, 'Loss': 1.1846742630004883, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 24, 'Time (ms)': 10, 'Loss': 1.185227394104004, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 25, 'Time (ms)': 9, 'Loss': 1.204141616821289, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 26, 'Time (ms)': 11, 'Loss': 1.198195219039917, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 27, 'Time (ms)': 9, 'Loss': 1.1899347305297852, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 28, 'Time (ms)': 10, 'Loss': 1.2002393007278442, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 29, 'Time (ms)': 9, 'Loss': 1.1913788318634033, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 30, 'Time (ms)': 9, 'Loss': 1.1888583898544312, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 31, 'Time (ms)': 9, 'Loss': 1.200976014137268, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 32, 'Time (ms)': 9, 'Loss': 1.1974676847457886, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 33, 'Time (ms)': 9, 'Loss': 1.1642482280731201, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 34, 'Time (ms)': 9, 'Loss': 1.160843849182129, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 35, 'Time (ms)': 9, 'Loss': 1.1722447872161865, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 36, 'Time (ms)': 8, 'Loss': 1.2018420696258545, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 37, 'Time (ms)': 9, 'Loss': 1.1864546537399292, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 38, 'Time (ms)': 9, 'Loss': 1.1944702863693237, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 39, 'Time (ms)': 9, 'Loss': 1.1750177145004272, 'Learning rate': 0.001}
{'Epoch': 2, 'Step': 40, 'Time (ms)': 9, 'Loss': 1.1829842329025269, 'Learning rate': 0.001}
