{'Epoch': 1, 'Step': 1, 'Time (ms)': 6368, 'Loss': 3.9424922466278076, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 2, 'Time (ms)': 16, 'Loss': 4.692577362060547, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 3, 'Time (ms)': 17, 'Loss': 3.7632052898406982, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 4, 'Time (ms)': 15, 'Loss': 3.9094161987304688, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 5, 'Time (ms)': 15, 'Loss': 4.486668109893799, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 6, 'Time (ms)': 15, 'Loss': 4.432058334350586, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 7, 'Time (ms)': 15, 'Loss': 4.236908912658691, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 8, 'Time (ms)': 16, 'Loss': 9.863716125488281, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 9, 'Time (ms)': 16, 'Loss': 5.903027534484863, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 10, 'Time (ms)': 15, 'Loss': 4.869660377502441, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 11, 'Time (ms)': 16, 'Loss': 4.010190010070801, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 12, 'Time (ms)': 15, 'Loss': 3.9323527812957764, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 13, 'Time (ms)': 15, 'Loss': 4.475761413574219, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 14, 'Time (ms)': 15, 'Loss': 4.246365547180176, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 15, 'Time (ms)': 15, 'Loss': 9.997122764587402, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 16, 'Time (ms)': 15, 'Loss': 7.250851154327393, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 17, 'Time (ms)': 16, 'Loss': 5.242639064788818, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 18, 'Time (ms)': 15, 'Loss': 5.169589996337891, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 19, 'Time (ms)': 15, 'Loss': 4.548716068267822, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 20, 'Time (ms)': 15, 'Loss': 4.373603343963623, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 21, 'Time (ms)': 15, 'Loss': 3.8503410816192627, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 22, 'Time (ms)': 15, 'Loss': 11.099753379821777, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 23, 'Time (ms)': 15, 'Loss': 7.490882873535156, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 24, 'Time (ms)': 15, 'Loss': 5.1549072265625, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 25, 'Time (ms)': 15, 'Loss': 4.295383930206299, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 26, 'Time (ms)': 15, 'Loss': 3.966851234436035, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 27, 'Time (ms)': 15, 'Loss': 3.7473983764648438, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 28, 'Time (ms)': 15, 'Loss': 3.314890146255493, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 29, 'Time (ms)': 16, 'Loss': 12.331560134887695, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 30, 'Time (ms)': 15, 'Loss': 7.939411163330078, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 31, 'Time (ms)': 15, 'Loss': 4.9968156814575195, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 32, 'Time (ms)': 16, 'Loss': 4.051419258117676, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 33, 'Time (ms)': 15, 'Loss': 3.7240371704101562, 'Learning rate': 0.03}
