{'Epoch': 1, 'Step': 1, 'Time (ms)': 6761, 'Loss': 11.348968505859375, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 2, 'Time (ms)': 9, 'Loss': 23.65407371520996, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 3, 'Time (ms)': 8, 'Loss': 11.439765930175781, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 4, 'Time (ms)': 9, 'Loss': 25.030414581298828, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 5, 'Time (ms)': 8, 'Loss': 24.015766143798828, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 6, 'Time (ms)': 8, 'Loss': 17.448976516723633, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 7, 'Time (ms)': 8, 'Loss': 27.664310455322266, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 8, 'Time (ms)': 8, 'Loss': 36.13970947265625, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 9, 'Time (ms)': 8, 'Loss': 46.03701400756836, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 10, 'Time (ms)': 8, 'Loss': 45.30514144897461, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 11, 'Time (ms)': 8, 'Loss': 55.73341751098633, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 12, 'Time (ms)': 8, 'Loss': 63.10407638549805, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 13, 'Time (ms)': 8, 'Loss': 69.85526275634766, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 14, 'Time (ms)': 8, 'Loss': 86.67711639404297, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 15, 'Time (ms)': 8, 'Loss': 90.9267807006836, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 16, 'Time (ms)': 8, 'Loss': 93.28783416748047, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 17, 'Time (ms)': 9, 'Loss': 95.70992279052734, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 18, 'Time (ms)': 8, 'Loss': 108.33682250976562, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 19, 'Time (ms)': 8, 'Loss': 116.36001586914062, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 20, 'Time (ms)': 8, 'Loss': 143.10523986816406, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 21, 'Time (ms)': 8, 'Loss': 167.1449737548828, 'Learning rate': 0.03}
{'Epoch': 1, 'Step': 22, 'Time (ms)': 8, 'Loss': 156.87741088867188, 'Learning rate': 0.03}
